10000 1 -0.46039419363183453626
0.0001 0.578835 -0.848621 0.179136
0.0001 0.912040 -0.450963 0.647610
0.0001 0.117154 -0.903098 0.779566
0.0001 0.431382 -0.039348 0.810980
0.0001 0.973331 -0.300742 0.570401
0.0001 0.396272 -0.061182 0.634536
0.0001 0.996633 -0.668772 0.829579
0.0001 0.697296 -0.057128 0.132011
0.0001 0.013265 -0.714765 0.956454
0.0001 0.072796 -0.120556 0.322636
0.0001 0.972759 -0.328686 0.307187
0.0001 0.749274 -0.252730 0.664909
0.0001 0.186470 -0.292494 0.709130
0.0001 0.862710 -0.038594 0.316021
0.0001 0.033463 -0.325631 0.022448
0.0001 0.049967 -0.898561 0.878176
0.0001 0.285537 -0.022654 0.028367
0.0001 0.492104 -0.749901 0.966385
0.0001 0.826694 -0.154989 0.962226
0.0001 0.501088 -0.097288 0.802383
0.0001 0.895088 -0.665883 0.231356
0.0001 0.001478 -0.052333 0.331823
0.0001 0.219953 -0.380296 0.200441
0.0001 0.040459 -0.540843 0.025139
0.0001 0.997403 -0.763033 0.526898
0.0001 0.726060 -0.104276 0.270325
0.0001 0.950911 -0.719706 0.809470
0.0001 0.350728 -0.900048 0.305721
0.0001 0.437221 -0.785921 0.399533
0.0001 0.718216 -0.130482 0.056955
0.0001 0.877706 -0.436484 0.041796
0.0001 0.947233 -0.719689 0.037270
0.0001 0.655170 -0.171139 0.766610
0.0001 0.855214 -0.047214 0.796667
0.0001 0.558424 -0.317570 0.169255
0.0001 0.560253 -0.334982 0.287285
0.0001 0.603338 -0.726671 0.443703
0.0001 0.891991 -0.394234 0.852240
0.0001 0.525347 -0.998525 0.799571
0.0001 0.912159 -0.131227 0.033443
0.0001 0.107487 -0.295546 0.260721
0.0001 0.607787 -0.794059 0.163604
0.0001 0.101965 -0.117460 0.373360
0.0001 0.706781 -0.955859 0.966557
0.0001 0.340260 -0.396656 0.838511
0.0001 0.612633 -0.487235 0.454355
0.0001 0.757515 -0.798100 0.727800
0.0001 0.029667 -0.295086 0.316957
0.0001 0.348554 -0.157484 0.382876
0.0001 0.553727 -0.026548 0.647040
0.0001 0.552049 -0.268919 0.290235
0.0001 0.292584 -0.622002 0.361694
0.0001 0.258175 -0.927600 0.020004
0.0001 0.342346 -0.066281 0.876954
0.0001 0.490196 -0.756066 0.412653
0.0001 0.313385 -0.954392 0.130580
0.0001 0.439830 -0.769259 0.143569
0.0001 0.985344 -0.004651 0.384903
0.0001 0.531244 -0.837370 0.635655
0.0001 0.472086 -0.353299 0.780830
0.0001 0.724018 -0.283458 0.253026
0.0001 0.828346 -0.197994 0.045216
0.0001 0.991808 -0.035883 0.962920
0.0001 0.889716 -0.716719 0.683107
0.0001 0.429357 -0.235675 0.365045
0.0001 0.916792 -0.570702 0.375837
0.0001 0.006814 -0.039647 0.576013
0.0001 0.771515 -0.972933 0.711606
0.0001 0.368374 -0.163654 0.522789
0.0001 0.774343 -0.773562 0.187939
0.0001 0.674023 -0.490643 0.661107
0.0001 0.439315 -0.688957 0.332733
0.0001 0.022050 -0.379440 0.012466
0.0001 0.940695 -0.994725 0.432647
0.0001 0.489075 -0.678419 0.619609
0.0001 0.838423 -0.330913 0.269548
0.0001 0.502925 -0.711241 0.763560
0.0001 0.974199 -0.989165 0.471887
0.0001 0.221556 -0.773662 0.543874
0.0001 0.691076 -0.683341 0.015920
0.0001 0.602442 -0.181334 0.963213
0.0001 0.731286 -0.901601 0.133799
0.0001 0.067003 -0.664572 0.115817
0.0001 0.443127 -0.003874 0.824866
0.0001 0.883378 -0.031912 0.612611
0.0001 0.623301 -0.759984 0.498888
0.0001 0.161670 -0.471799 0.019352
0.0001 0.749275 -0.975017 0.473554
0.0001 0.036358 -0.683034 0.457023
0.0001 0.851018 -0.858627 0.201029
0.0001 0.816528 -0.913401 0.764378
0.0001 0.523380 -0.960730 0.579907
0.0001 0.740084 -0.158486 0.845982
0.0001 0.462973 -0.462504 0.255039
0.0001 0.501164 -0.935924 0.968613
0.0001 0.499518 -0.232172 0.031890
0.0001 0.772516 -0.591762 0.938660
0.0001 0.028187 -0.842777 0.337609
0.0001 0.803121 -0.796760 0.238932
0.0001 0.190543 -0.591823 0.528426
0.0001 0.058573 -0.316356 0.053423
0.0001 0.892298 -0.005970 0.806424
0.0001 0.430636 -0.314159 0.580405
0.0001 0.472390 -0.094674 0.706795
0.0001 0.280865 -0.024854 0.415778
0.0001 0.061204 -0.866131 0.908221
0.0001 0.755137 -0.763509 0.093592
0.0001 0.354046 -0.996613 0.365736
0.0001 0.313947 -0.301153 0.063011
0.0001 0.305542 -0.024893 0.286076
0.0001 0.149734 -0.743457 0.079036
0.0001 0.151363 -0.855950 0.455064
0.0001 0.072194 -0.117755 0.210590
0.0001 0.185837 -0.893469 0.611998
0.0001 0.332233 -0.354810 0.220860
0.0001 0.520611 -0.027542 0.846071
0.0001 0.745785 -0.030785 0.982111
0.0001 0.823922 -0.892622 0.008924
0.0001 0.345967 -0.656129 0.153844
0.0001 0.490959 -0.389498 0.085350
0.0001 0.693951 -0.563120 0.214642
0.0001 0.482311 -0.967862 0.018438
0.0001 0.911044 -0.541045 0.875948
0.0001 0.654016 -0.064352 0.312286
0.0001 0.497813 -0.823203 0.913084
0.0001 0.026370 -0.387191 0.506773
0.0001 0.252761 -0.374654 0.338438
0.0001 0.041361 -0.524635 0.141645
0.0001 0.980907 -0.735483 0.898895
0.0001 0.809809 -0.598407 0.189833
0.0001 0.563413 -0.847803 0.258700
0.0001 0.576319 -0.078569 0.677963
0.0001 0.957580 -0.259648 0.275467
0.0001 0.582847 -0.646642 0.802534
0.0001 0.913987 -0.153400 0.195265
0.0001 0.438129 -0.966694 0.721950
0.0001 0.683633 -0.651683 0.953794
0.0001 0.667511 -0.784005 0.483361
0.0001 0.600651 -0.955488 0.555548
0.0001 0.168833 -0.742559 0.398832
0.0001 0.745378 -0.099628 0.328261
0.0001 0.760224 -0.725378 0.152959
0.0001 0.352525 -0.826409 0.714199
0.0001 0.724238 -0.965005 0.976330
0.0001 0.926096 -0.593357 0.494134
0.0001 0.024418 -0.507444 0.837360
0.0001 0.895167 -0.820712 0.473773
0.0001 0.731166 -0.669073 0.888904
0.0001 0.573258 -0.899896 0.365476
0.0001 0.991806 -0.695317 0.410829
0.0001 0.371578 -0.970558 0.288469
0.0001 0.458319 -0.605701 0.928564
0.0001 0.397268 -0.582336 0.943042
0.0001 0.817001 -0.410382 0.507535
0.0001 0.427760 -0.637609 0.101884
0.0001 0.179327 -0.246908 0.576362
0.0001 0.534575 -0.343610 0.775704
0.0001 0.241416 -0.100623 0.407828
0.0001 0.858494 -0.338762 0.839497
0.0001 0.840949 -0.119686 0.445331
0.0001 0.224924 -0.206157 0.506821
0.0001 0.729696 -0.153410 0.030704
0.0001 0.234971 -0.826012 0.806214
0.0001 0.690251 -0.753585 0.586589
0.0001 0.667765 -0.814068 0.440346
0.0001 0.053445 -0.883043 0.491378
0.0001 0.954560 -0.663861 0.850198
0.0001 0.294307 -0.477290 0.112135
0.0001 0.504553 -0.940772 0.448342
0.0001 0.775238 -0.863103 0.021112
0.0001 0.039880 -0.620610 0.412176
0.0001 0.502598 -0.417563 0.013263
0.0001 0.164230 -0.673952 0.563735
0.0001 0.805044 -0.901223 0.666289
0.0001 0.018213 -0.612264 0.110381
0.0001 0.947152 -0.585900 0.300509
0.0001 0.747670 -0.025915 0.764679
0.0001 0.582953 -0.059147 0.839067
0.0001 0.357374 -0.200378 0.987461
0.0001 0.148687 -0.470909 0.169006
0.0001 0.549382 -0.954883 0.032105
0.0001 0.830739 -0.229987 0.501004
0.0001 0.030671 -0.186201 0.360885
0.0001 0.031886 -0.851583 0.349205
0.0001 0.444404 -0.627128 0.558833
0.0001 0.161495 -0.679283 0.902844
0.0001 0.342405 -0.281896 0.963490
0.0001 0.135502 -0.468839 0.117687
0.0001 0.074558 -0.790922 0.468093
0.0001 0.382877 -0.017935 0.972085
0.0001 0.348098 -0.974750 0.689970
0.0001 0.153713 -0.601932 0.534299
0.0001 0.056524 -0.660032 0.229511
0.0001 0.444529 -0.701354 0.799911
0.0001 0.324193 -0.229944 0.307377
0.0001 0.833062 -0.963623 0.876690
0.0001 0.787049 -0.773747 0.825948
0.0001 0.472758 -0.736899 0.753465
0.0001 0.716051 -0.744780 0.697486
0.0001 0.575010 -0.176987 0.593106
0.0001 0.708267 -0.697643 0.365843
0.0001 0.460258 -0.010681 0.025165
0.0001 0.362496 -0.769061 0.222874
0.0001 0.614523 -0.408846 0.767910
0.0001 0.531472 -0.955446 0.448529
0.0001 0.072508 -0.876850 0.741326
0.0001 0.761090 -0.437780 0.430934
0.0001 0.179704 -0.439881 0.062357
0.0001 0.164277 -0.636226 0.313496
0.0001 0.702397 -0.685641 0.910075
0.0001 0.123576 -0.517010 0.217734
0.0001 0.829091 -0.706184 0.423168
0.0001 0.654609 -0.576301 0.818113
0.0001 0.825928 -0.947649 0.786900
0.0001 0.154921 -0.631891 0.239390
0.0001 0.712004 -0.940524 0.383304
0.0001 0.251055 -0.906743 0.565288
0.0001 0.838436 -0.134835 0.981172
0.0001 0.790488 -0.946766 0.595202
0.0001 0.923724 -0.564916 0.106029
0.0001 0.423188 -0.486869 0.189961
0.0001 0.904402 -0.761555 0.296808
0.0001 0.960360 -0.860058 0.109054
0.0001 0.463589 -0.416589 0.007416
0.0001 0.925502 -0.298550 0.184042
0.0001 0.623148 -0.352976 0.948789
0.0001 0.630809 -0.150875 0.180770
0.0001 0.213331 -0.371084 0.223984
0.0001 0.523014 -0.791668 0.111587
0.0001 0.823227 -0.446512 0.620036
0.0001 0.983248 -0.244238 0.624078
0.0001 0.029528 -0.639861 0.175342
0.0001 0.102132 -0.009202 0.202278
0.0001 0.763178 -0.742295 0.356733
0.0001 0.077238 -0.815996 0.927520
0.0001 0.444899 -0.100011 0.847401
0.0001 0.386923 -0.353307 0.638746
0.0001 0.327535 -0.869338 0.221535
0.0001 0.138681 -0.243246 0.428627
0.0001 0.253767 -0.541424 0.187193
0.0001 0.402313 -0.393490 0.536646
0.0001 0.661084 -0.616261 0.518927
0.0001 0.234680 -0.129001 0.455243
0.0001 0.817334 -0.827281 0.379912
0.0001 0.051179 -0.275851 0.057950
0.0001 0.677882 -0.875517 0.554050
0.0001 0.784052 -0.816773 0.285265
0.0001 0.617472 -0.777576 0.185154
0.0001 0.758631 -0.059704 0.032136
0.0001 0.383086 -0.977682 0.787393
0.0001 0.096074 -0.723173 0.129038
0.0001 0.969644 -0.303125 0.553888
0.0001 0.724286 -0.726012 0.214341
0.0001 0.416828 -0.125375 0.473906
0.0001 0.405302 -0.906552 0.263466
0.0001 0.799497 -0.307762 0.416081
0.0001 0.178478 -0.408727 0.966825
0.0001 0.451993 -0.700002 0.834894
0.0001 0.647819 -0.065705 0.614379
0.0001 0.135739 -0.795028 0.301531
0.0001 0.403572 -0.321687 0.939170
0.0001 0.795086 -0.136100 0.375481
0.0001 0.707406 -0.843566 0.513633
0.0001 0.304058 -0.927141 0.614635
0.0001 0.020591 -0.718502 0.063728
0.0001 0.354542 -0.552335 0.078804
0.0001 0.052932 -0.736817 0.620538
0.0001 0.852464 -0.917065 0.670943
0.0001 0.103881 -0.853600 0.676179
0.0001 0.962758 -0.575003 0.408201
0.0001 0.771072 -0.117374 0.413729
0.0001 0.926070 -0.711187 0.468714
0.0001 0.729386 -0.673419 0.424264
0.0001 0.099236 -0.247102 0.889190
0.0001 0.528231 -0.968317 0.272352
0.0001 0.600583 -0.602347 0.618707
0.0001 0.246397 -0.148750 0.895005
0.0001 0.819647 -0.406538 0.275932
0.0001 0.081031 -0.221159 0.284833
0.0001 0.920844 -0.116256 0.929349
0.0001 0.333533 -0.980112 0.705956
0.0001 0.744102 -0.042738 0.891133
0.0001 0.715482 -0.277496 0.907746
0.0001 0.526261 -0.056972 0.782266
0.0001 0.026878 -0.629899 0.845635
0.0001 0.027388 -0.848325 0.866167
0.0001 0.453039 -0.032909 0.926088
0.0001 0.178937 -0.534455 0.788580
0.0001 0.655175 -0.391910 0.370795
0.0001 0.107734 -0.860401 0.011843
0.0001 0.976767 -0.320766 0.345390
0.0001 0.988156 -0.622067 0.171135
0.0001 0.059160 -0.878195 0.932512
0.0001 0.897628 -0.300704 0.951007
0.0001 0.609817 -0.414838 0.294578
0.0001 0.193413 -0.014192 0.533974
0.0001 0.326869 -0.934088 0.216846
0.0001 0.423476 -0.001334 0.447258
0.0001 0.380936 -0.109566 0.644538
0.0001 0.793345 -0.669389 0.054932
0.0001 0.606904 -0.202742 0.937991
0.0001 0.679203 -0.642593 0.869719
0.0001 0.191589 -0.074804 0.576685
0.0001 0.011992 -0.188208 0.717508
0.0001 0.639989 -0.180411 0.673040
0.0001 0.959066 -0.924073 0.905380
0.0001 0.461912 -0.368996 0.775311
0.0001 0.280418 -0.746276 0.706529
0.0001 0.233625 -0.243916 0.000728
0.0001 0.968922 -0.839535 0.361403
0.0001 0.323345 -0.857299 0.934797
0.0001 0.267116 -0.419206 0.253643
0.0001 0.996842 -0.337770 0.272866
0.0001 0.089291 -0.666591 0.501078
0.0001 0.200042 -0.972923 0.102284
0.0001 0.141485 -0.788086 0.321605
0.0001 0.123163 -0.572028 0.119508
0.0001 0.011039 -0.157407 0.348859
0.0001 0.476592 -0.543404 0.876494
0.0001 0.232302 -0.278743 0.287023
0.0001 0.476283 -0.484101 0.869929
0.0001 0.417481 -0.447509 0.626153
0.0001 0.893023 -0.576877 0.806544
0.0001 0.658952 -0.453020 0.191074
0.0001 0.638629 -0.569107 0.538661
0.0001 0.786940 -0.631857 0.038876
0.0001 0.863539 -0.027676 0.335896
0.0001 0.188819 -0.519465 0.742118
0.0001 0.516287 -0.036441 0.484605
0.0001 0.034668 -0.347465 0.428275
0.0001 0.618128 -0.684940 0.428151
0.0001 0.545564 -0.132731 0.821749
0.0001 0.865732 -0.721294 0.367730
0.0001 0.802990 -0.854207 0.221786
0.0001 0.140486 -0.988954 0.522233
0.0001 0.454462 -0.083326 0.005614
0.0001 0.748810 -0.905054 0.226663
0.0001 0.319255 -0.918434 0.374577
0.0001 0.071094 -0.449032 0.267680
0.0001 0.628570 -0.721887 0.925892
0.0001 0.378075 -0.301324 0.768058
0.0001 0.991147 -0.188995 0.375495
0.0001 0.812559 -0.716182 0.115276
0.0001 0.552217 -0.139286 0.183336
0.0001 0.682482 -0.997745 0.292769
0.0001 0.892334 -0.074984 0.583195
0.0001 0.961634 -0.208426 0.204376
0.0001 0.178706 -0.198965 0.202141
0.0001 0.920615 -0.992527 0.614910
0.0001 0.737121 -0.459408 0.852615
0.0001 0.857321 -0.650416 0.227208
0.0001 0.598840 -0.814627 0.752405
0.0001 0.555817 -0.451794 0.949576
0.0001 0.623364 -0.621381 0.965568
0.0001 0.494096 -0.254472 0.314890
0.0001 0.793362 -0.195457 0.671246
0.0001 0.925242 -0.489487 0.294075
0.0001 0.602656 -0.221873 0.219704
0.0001 0.215780 -0.013618 0.556516
0.0001 0.117991 -0.913883 0.769036
0.0001 0.802711 -0.297389 0.400007
0.0001 0.815467 -0.210638 0.523155
0.0001 0.735337 -0.061339 0.671272
0.0001 0.430744 -0.484962 0.918498
0.0001 0.493234 -0.996788 0.211189
0.0001 0.170595 -0.738286 0.938849
0.0001 0.850786 -0.803400 0.972990
0.0001 0.191448 -0.121450 0.905936
0.0001 0.823391 -0.143683 0.639575
0.0001 0.274221 -0.369286 0.859443
0.0001 0.854753 -0.794973 0.053952
0.0001 0.695496 -0.836985 0.138017
0.0001 0.396800 -0.876844 0.443169
0.0001 0.797143 -0.350495 0.727630
0.0001 0.737193 -0.661072 0.551079
0.0001 0.689246 -0.638242 0.515271
0.0001 0.300819 -0.363360 0.326579
0.0001 0.793908 -0.194719 0.782992
0.0001 0.847640 -0.291213 0.776177
0.0001 0.235061 -0.146590 0.342426
0.0001 0.709973 -0.114004 0.992074
0.0001 0.404112 -0.731663 0.136053
0.0001 0.248429 -0.115433 0.343641
0.0001 0.543516 -0.154739 0.208197
0.0001 0.268737 -0.967293 0.345813
0.0001 0.395712 -0.334820 0.398588
0.0001 0.527799 -0.326307 0.231639
0.0001 0.949514 -0.545495 0.529538
0.0001 0.187589 -0.487865 0.029093
0.0001 0.314137 -0.655458 0.449671
0.0001 0.509119 -0.110533 0.187905
0.0001 0.443248 -0.326105 0.045311
0.0001 0.342946 -0.984373 0.659431
0.0001 0.714058 -0.305132 0.648841
0.0001 0.765863 -0.104046 0.980687
0.0001 0.144116 -0.895024 0.399727
0.0001 0.643540 -0.346382 0.768146
0.0001 0.061839 -0.418054 0.455055
0.0001 0.135639 -0.165279 0.896255
0.0001 0.586816 -0.930125 0.222348
0.0001 0.647583 -0.003132 0.532731
0.0001 0.927275 -0.279051 0.841331
0.0001 0.380108 -0.050791 0.162647
0.0001 0.323483 -0.577630 0.192389
0.0001 0.170837 -0.458402 0.817657
0.0001 0.962830 -0.663705 0.158429
0.0001 0.819120 -0.207353 0.610000
0.0001 0.812626 -0.262462 0.181087
0.0001 0.331695 -0.240867 0.377301
0.0001 0.110052 -0.386012 0.405211
0.0001 0.768315 -0.410586 0.566878
0.0001 0.798753 -0.890151 0.699412
0.0001 0.089111 -0.618124 0.262009
0.0001 0.003257 -0.195342 0.153257
0.0001 0.992064 -0.737040 0.933208
0.0001 0.574250 -0.061718 0.680679
0.0001 0.891297 -0.005262 0.829442
0.0001 0.442775 -0.785786 0.766356
0.0001 0.789239 -0.522985 0.204818
0.0001 0.229552 -0.060835 0.817797
0.0001 0.194660 -0.128030 0.374700
0.0001 0.446918 -0.409973 0.612825
0.0001 0.866634 -0.016346 0.275807
0.0001 0.961375 -0.518228 0.705504
0.0001 0.900346 -0.775375 0.013720
0.0001 0.470553 -0.684528 0.687290
0.0001 0.314863 -0.433267 0.278403
0.0001 0.709682 -0.193783 0.723512
0.0001 0.841185 -0.681044 0.021801
0.0001 0.787018 -0.492121 0.265538
0.0001 0.213491 -0.943352 0.929732
0.0001 0.012174 -0.881894 0.881163
0.0001 0.262602 -0.936406 0.347838
0.0001 0.014553 -0.702107 0.533593
0.0001 0.233712 -0.831980 0.575983
0.0001 0.634442 -0.942090 0.495084
0.0001 0.858889 -0.338939 0.659003
0.0001 0.017523 -0.682419 0.030745
0.0001 0.380195 -0.732739 0.466715
0.0001 0.272511 -0.581211 0.261491
0.0001 0.176950 -0.928208 0.370254
0.0001 0.032503 -0.988892 0.016454
0.0001 0.035351 -0.006779 0.694727
0.0001 0.646552 -0.938197 0.189837
0.0001 0.785490 -0.495459 0.147888
0.0001 0.875944 -0.789803 0.603752
0.0001 0.937550 -0.207122 0.611579
0.0001 0.241980 -0.753568 0.000155
0.0001 0.523926 -0.495703 0.913798
0.0001 0.250988 -0.056696 0.167126
0.0001 0.842576 -0.338658 0.587182
0.0001 0.267254 -0.615349 0.883565
0.0001 0.899853 -0.824703 0.089299
0.0001 0.780777 -0.111772 0.884865
0.0001 0.012497 -0.108938 0.301946
0.0001 0.129581 -0.977676 0.856810
0.0001 0.339113 -0.088618 0.186848
0.0001 0.111615 -0.117235 0.407990
0.0001 0.637715 -0.025045 0.594104
0.0001 0.724230 -0.859798 0.085858
0.0001 0.512057 -0.548726 0.798989
0.0001 0.533531 -0.623278 0.606867
0.0001 0.431804 -0.208425 0.154103
0.0001 0.814907 -0.209868 0.314284
0.0001 0.406639 -0.694395 0.120620
0.0001 0.054915 -0.148832 0.838000
0.0001 0.997125 -0.825937 0.173173
0.0001 0.636030 -0.198279 0.336224
0.0001 0.190440 -0.139604 0.006518
0.0001 0.016425 -0.440024 0.682272
0.0001 0.817666 -0.099711 0.440185
0.0001 0.256301 -0.515960 0.205378
0.0001 0.207604 -0.589367 0.128017
0.0001 0.789253 -0.276128 0.898682
0.0001 0.997879 -0.198538 0.626290
0.0001 0.297884 -0.339853 0.832536
0.0001 0.178184 -0.857705 0.901514
0.0001 0.034506 -0.914136 0.863640
0.0001 0.447660 -0.552031 0.375342
0.0001 0.671174 -0.685161 0.239776
0.0001 0.867083 -0.054195 0.644375
0.0001 0.295729 -0.436785 0.320117
0.0001 0.836488 -0.362353 0.041954
0.0001 0.539121 -0.743613 0.995281
0.0001 0.179603 -0.465848 0.040698
0.0001 0.627655 -0.344408 0.402712
0.0001 0.093771 -0.265475 0.682832
0.0001 0.515817 -0.358447 0.237249
0.0001 0.159357 -0.872956 0.241671
0.0001 0.691913 -0.325779 0.859994
0.0001 0.792166 -0.265672 0.720578
0.0001 0.349725 -0.101134 0.386854
0.0001 0.194932 -0.703547 0.094266
0.0001 0.527226 -0.330709 0.791760
0.0001 0.174729 -0.365797 0.473893
0.0001 0.932050 -0.342641 0.165324
0.0001 0.322243 -0.211355 0.582192
0.0001 0.995873 -0.255661 0.616397
0.0001 0.907143 -0.056321 0.953756
0.0001 0.926627 -0.480239 0.381136
0.0001 0.087919 -0.908867 0.734581
0.0001 0.530515 -0.838802 0.677464
0.0001 0.460594 -0.682539 0.778767
0.0001 0.157297 -0.559550 0.974252
0.0001 0.045952 -0.334081 0.207936
0.0001 0.223461 -0.054109 0.984071
0.0001 0.286160 -0.099381 0.169615
0.0001 0.073005 -0.507574 0.948724
0.0001 0.086708 -0.982278 0.103772
0.0001 0.990067 -0.868460 0.544976
0.0001 0.721763 -0.649704 0.109338
0.0001 0.659699 -0.130224 0.565111
0.0001 0.945263 -0.387653 0.300259
0.0001 0.990817 -0.928209 0.236619
0.0001 0.194482 -0.882578 0.789519
0.0001 0.876787 -0.583620 0.844225
0.0001 0.951009 -0.827434 0.132761
0.0001 0.133569 -0.756192 0.011162
0.0001 0.531140 -0.944865 0.345133
0.0001 0.118810 -0.363453 0.761049
0.0001 0.443011 -0.530260 0.112005
0.0001 0.234902 -0.710404 0.344842
0.0001 0.819790 -0.895202 0.711682
0.0001 0.693548 -0.883926 0.160535
0.0001 0.342674 -0.875313 0.159517
0.0001 0.248527 -0.665247 0.039396
0.0001 0.388537 -0.787052 0.851310
0.0001 0.128901 -0.047999 0.349581
0.0001 0.680587 -0.273315 0.223749
0.0001 0.572240 -0.266500 0.008441
0.0001 0.115310 -0.655171 0.532434
0.0001 0.023957 -0.726707 0.328357
0.0001 0.382476 -0.186303 0.266284
0.0001 0.721518 -0.929044 0.849925
0.0001 0.595500 -0.907637 0.137807
0.0001 0.588883 -0.096520 0.252420
0.0001 0.625722 -0.009406 0.350513
0.0001 0.385712 -0.673934 0.833373
0.0001 0.914485 -0.657554 0.211779
0.0001 0.888720 -0.057228 0.023517
0.0001 0.091258 -0.806292 0.867815
0.0001 0.337824 -0.959764 0.801264
0.0001 0.815167 -0.871909 0.076231
0.0001 0.091402 -0.747143 0.259643
0.0001 0.757512 -0.529727 0.288801
0.0001 0.689354 -0.980640 0.608080
0.0001 0.782184 -0.655394 0.176191
0.0001 0.703327 -0.944859 0.302250
0.0001 0.038822 -0.022014 0.045274
0.0001 0.983666 -0.123817 0.285405
0.0001 0.333550 -0.664088 0.115848
0.0001 0.419128 -0.648198 0.423350
0.0001 0.969274 -0.157189 0.417056
0.0001 0.774361 -0.720625 0.911390
0.0001 0.920588 -0.973048 0.809798
0.0001 0.169870 -0.923211 0.288164
0.0001 0.581949 -0.592219 0.044934
0.0001 0.943702 -0.470739 0.426718
0.0001 0.600971 -0.802259 0.307710
0.0001 0.443425 -0.235926 0.343341
0.0001 0.787663 -0.844015 0.420755
0.0001 0.031461 -0.697869 0.172318
0.0001 0.404170 -0.878684 0.488141
0.0001 0.434000 -0.005265 0.698304
0.0001 0.787816 -0.463488 0.488165
0.0001 0.299041 -0.146681 0.223528
0.0001 0.426672 -0.760917 0.943734
0.0001 0.222037 -0.701297 0.356705
0.0001 0.307357 -0.098083 0.701066
0.0001 0.479023 -0.015257 0.824534
0.0001 0.492887 -0.005230 0.702923
0.0001 0.643751 -0.261503 0.381381
0.0001 0.209699 -0.146761 0.539266
0.0001 0.209521 -0.337010 0.323389
0.0001 0.974161 -0.936549 0.093855
0.0001 0.431975 -0.901036 0.661921
0.0001 0.576833 -0.625510 0.744125
0.0001 0.717717 -0.818609 0.910440
0.0001 0.626644 -0.290714 0.956188
0.0001 0.974436 -0.705800 0.804048
0.0001 0.091198 -0.322795 0.029496
0.0001 0.296346 -0.147153 0.401888
0.0001 0.121590 -0.134053 0.732304
0.0001 0.494008 -0.751799 0.426954
0.0001 0.416388 -0.228506 0.348604
0.0001 0.863288 -0.903101 0.873143
0.0001 0.676466 -0.651978 0.988276
0.0001 0.544685 -0.765684 0.107217
0.0001 0.176389 -0.773911 0.534631
0.0001 0.635156 -0.296929 0.458879
0.0001 0.407280 -0.414837 0.367875
0.0001 0.202109 -0.407397 0.088178
0.0001 0.460094 -0.966595 0.411428
0.0001 0.477670 -0.465029 0.541584
0.0001 0.354841 -0.688780 0.117475
0.0001 0.845346 -0.434114 0.161656
0.0001 0.747810 -0.393825 0.574530
0.0001 0.383868 -0.918272 0.710378
0.0001 0.878124 -0.745373 0.803772
0.0001 0.656721 -0.919894 0.469814
0.0001 0.967458 -0.748111 0.673554
0.0001 0.131727 -0.357156 0.271417
0.0001 0.184413 -0.525393 0.097436
0.0001 0.010395 -0.733996 0.050431
0.0001 0.271309 -0.560709 0.857958
0.0001 0.932989 -0.403197 0.145073
0.0001 0.627109 -0.133417 0.787950
0.0001 0.940507 -0.850327 0.646804
0.0001 0.441990 -0.684068 0.120353
0.0001 0.375222 -0.918928 0.191291
0.0001 0.458644 -0.145856 0.901495
0.0001 0.722554 -0.323324 0.695593
0.0001 0.991394 -0.322843 0.680510
0.0001 0.738721 -0.775018 0.556463
0.0001 0.630663 -0.004781 0.398458
0.0001 0.028246 -0.743315 0.367234
0.0001 0.014250 -0.952760 0.974845
0.0001 0.966551 -0.155655 0.395237
0.0001 0.376905 -0.662996 0.652858
0.0001 0.324229 -0.648189 0.526519
0.0001 0.974665 -0.781757 0.433831
0.0001 0.555023 -0.333696 0.171890
0.0001 0.101257 -0.047522 0.000011
0.0001 0.311356 -0.467794 0.017504
0.0001 0.197938 -0.664992 0.119661
0.0001 0.090865 -0.013205 0.631509
0.0001 0.570636 -0.040772 0.336559
0.0001 0.010648 -0.143394 0.341372
0.0001 0.095912 -0.327583 0.191410
0.0001 0.107965 -0.570481 0.491310
0.0001 0.916953 -0.326580 0.572721
0.0001 0.089478 -0.633958 0.495982
0.0001 0.657441 -0.826091 0.999423
0.0001 0.668261 -0.396288 0.119129
0.0001 0.073758 -0.999262 0.978638
0.0001 0.064655 -0.838762 0.641590
0.0001 0.555251 -0.064500 0.925800
0.0001 0.605220 -0.365681 0.860600
0.0001 0.217996 -0.009211 0.752520
0.0001 0.078768 -0.650802 0.387112
0.0001 0.788690 -0.241532 0.126328
0.0001 0.771880 -0.875080 0.622236
0.0001 0.626637 -0.047529 0.189705
0.0001 0.387569 -0.527829 0.152136
0.0001 0.633323 -0.861123 0.906145
0.0001 0.477252 -0.509098 0.478334
0.0001 0.179633 -0.967460 0.090352
0.0001 0.434655 -0.055442 0.790643
0.0001 0.995400 -0.666606 0.479971
0.0001 0.942733 -0.480349 0.926001
0.0001 0.108079 -0.353780 0.744217
0.0001 0.923419 -0.613309 0.673686
0.0001 0.954058 -0.339210 0.508437
0.0001 0.336282 -0.735776 0.964819
0.0001 0.740716 -0.083611 0.102580
0.0001 0.072915 -0.062358 0.226245
0.0001 0.885533 -0.147757 0.442398
0.0001 0.200782 -0.654067 0.816192
0.0001 0.313768 -0.374903 0.485682
0.0001 0.384724 -0.662491 0.847229
0.0001 0.787436 -0.247968 0.343043
0.0001 0.229556 -0.392122 0.427280
0.0001 0.114078 -0.301534 0.430906
0.0001 0.837850 -0.956231 0.802380
0.0001 0.442709 -0.086215 0.846351
